# fpga_nets.tsv — FPGA net name / annotation table for awto-2000 (Hantek 2D82AUTO)
#
# PURPOSE
#   Human-maintained source of truth for FPGA net names, replacing auto-generated clk_N placeholders.
#   Loaded by load.py during rebuild → populates net_names table → used by chains.py / report2.py.
#   Same pattern as ghidra_names.tsv for firmware: edit here, run ./scripts/rebuild, names appear everywhere.
#
# CONFIDENCE LEVELS — mandatory, read by all tooling and AI agents
#   confirmed   Derived directly from bitstream, schematic, or physical measurement. Trust completely.
#   inferred    Strong structural reasoning (spatial proximity, fanout pattern, known subsystem).
#               Likely correct but not verified. AI-generated entries start here at best.
#   speculative An educated guess. Could be wrong. Do not act on this without independent verification.
#
# NAMING CONVENTION
#   Clock nets:  clk_<domain>_<function>
#     domain:    h0=HPBX0000 (125 MHz, CLKOS), h1=HPBX0100, h2=HPBX0200 (250 MHz, CLKOP)
#     function:  adc_cap=ADC capture pipeline, adc_enc=ADC encode clock output,
#                awg_dds=AWG DDS / waveform read, awg_wr=AWG EBR write, dac=DAC output register
#   Data nets:   <subsystem>_<noun>[_bit]
#     subsystem: adc, dac, awg, spi, trig, afe
#   Pad nets:    keep existing pad labels (ADC_D0A, DAC_CLK etc.) — confirmed in load.py from pin map
#
# COLUMNS
#   net         Internal net ID (nNNNN from prjtrellis extraction). Primary key for join to DB.
#   name        Canonical short name. Used in all report output instead of nNNNN.
#   type        clk | data | ctrl | pad | unknown
#   confidence  confirmed | inferred | speculative
#   freq_mhz    Clock frequency in MHz (clk type only), or blank
#   hpbx        HPBX spine (BRANCH_HPBX0000 / 0100 / 0200 / 0300), or blank
#   ff_count    Number of FFs clocked by this net (clk type only), or blank
#   notes       Free-form. For AI-generated entries: start with "AI:" and explain the reasoning chain.
#               For confirmed entries: cite the source (bitstream word, schematic ref, measurement).
#
# HOW TO ADD ENTRIES
#   1. Pick the right confidence level. When in doubt, use speculative.
#   2. Use the naming convention above.
#   3. Run ./scripts/rebuild to apply.
#   4. If analysis later confirms or refutes a speculative entry, update confidence and notes.
#
# WHAT NOT TO PUT HERE
#   - reg_rNcN_q[N] nets — auto-named by load.py from FF location, no value in duplicating
#   - pad_NN nets — auto-named from pin map
#   - Entries where confidence=speculative and notes is empty — write your reasoning or don't add it
#
# ─────────────────────────────────────────────────────────────────────────────────────────────────
# net	name	type	confidence	freq_mhz	hpbx	ff_count	notes
# ─────────────────────────────────────────────────────────────────────────────────────────────────

# ── Confirmed pad nets (from pin map + prjtrellis JQ/JA arcs) ─────────────────────────────────
n190	lut_0111_r9c3_Dk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[3], b=reg_r3c4_q[7], c=reg_r7c3_q[6], d=reg_r3c3_q[0]
n194	lut_0111_r9c3_Dk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[6], b=reg_r3c4_q[7], c=reg_r7c3_q[7], d=reg_r3c3_q[0]
n197	lut_0111_r9c4_Ak0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[7], b=reg_r3c4_q[7], c=reg_r8c10_q[1], d=reg_r3c3_q[0]
n199	lut_0111_r9c4_Ak1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r8c10_q[1], b=reg_r3c4_q[7], c=n1816, d=reg_r3c3_q[0]
n1820	lut_0111_r9c4_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c5_q[2], b=reg_r3c4_q[7], c=reg_r7c7_q[1], d=reg_r3c3_q[0]
n205	lut_0111_r9c4_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c7_q[1], b=reg_r3c4_q[7], c=reg_r7c4_q[7], d=reg_r3c3_q[0]
n208	lut_0111_r9c4_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c4_q[7], b=reg_r3c4_q[7], c=n1810, d=ADC_ENCB
n212	adc_ddr_r9c4_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1808, b=ADC_ENCB, d=reg_r3c3_q[0]
n1824	lut_0111_r9c5_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[5], b=reg_r10c5_q[1], c=reg_r2c12_q[7], d=n1825
n1350	lut_0111_r9c5_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r2c12_q[7], b=reg_r10c5_q[1], c=reg_r7c3_q[1], d=n1825
n1352	lut_0111_r9c5_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[1], b=reg_r10c5_q[1], c=reg_r7c3_q[2], d=reg_r9c3_q[5]
n1354	lut_0111_r9c5_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[2], b=reg_r10c5_q[1], c=reg_r7c3_q[3], d=n1825
n1356	lut_0111_r9c5_Dk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[3], b=reg_r10c5_q[1], c=reg_r7c3_q[6], d=reg_r9c3_q[5]
n1358	lut_0111_r9c5_Dk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[6], b=reg_r10c5_q[1], c=reg_r7c3_q[7], d=reg_r9c3_q[5]
n1360	lut_0111_r9c6_Ak0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[7], b=reg_r10c5_q[1], c=reg_r8c10_q[1], d=reg_r9c3_q[5]
n1362	lut_0111_r9c6_Ak1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r8c10_q[1], b=reg_r10c5_q[1], c=reg_r7c5_q[2], d=reg_r9c3_q[5]
n1364	lut_0111_r9c6_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c5_q[2], b=reg_r10c5_q[1], c=reg_r7c7_q[1], d=reg_r9c3_q[5]
n1366	lut_0111_r9c6_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c7_q[1], b=reg_r10c5_q[1], c=reg_r7c4_q[7], d=reg_r9c3_q[5]
n1368	lut_0111_r9c6_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c4_q[7], b=reg_r10c5_q[1], c=n1826, d=ADC_ENCB
n1370	adc_ddr_r9c6_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1342, b=ADC_ENCB, c=ADC_ENCB, d=ADC_ENCB
n1841	carry_r9c8_Ak1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r9c7_q[5], b=reg_r10c7_q[1]
n1843	carry_r9c8_Bk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c7_q[2], b=n1844
n1845	carry_r9c8_Bk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r10c6_q[3], b=reg_r10c7_q[3]
n1847	carry_r9c8_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=n1848, b=reg_r10c6_q[2]
n1850	carry_r9c8_Ck1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r10c6_q[7], b=n1852
n1853	carry_r9c8_Dk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=n1854, b=n1855
n1856	carry_r9c8_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r9c7_q[3], b=reg_r10c7_q[7]
n33	n34_n35	ctrl	inferred				AI: buffer/alias of n34 & !n35
n54	nand_n55_n56	ctrl	inferred				AI: buffer/alias of NAND(n55,n56)
n65	n66	ctrl	inferred				AI: buffer/alias of !n66
n125	n35_n34	ctrl	inferred				AI: buffer/alias of n35 & !n34
n127	buf_n128	ctrl	inferred				AI: buffer/alias of BUF(n128)
n223	or_n224_n225	ctrl	inferred				AI: buffer/alias of OR(n224,n225)
n228	buf_n229	ctrl	inferred				AI: buffer/alias of BUF(n229)
n261	n262_n173_n173_n263	ctrl	inferred				AI: buffer/alias of (n262 & n173) | (!n173 & n263)
n264	nor_n173_n265	ctrl	inferred				AI: buffer/alias of NOR(n173,n265)
n266	n268_n267_n269	ctrl	inferred				AI: buffer/alias of n268 | (n267 & !n269)
n270	or_n267_n269	ctrl	inferred				AI: buffer/alias of OR(n267,n269)
n271	buf_n272	ctrl	inferred				AI: buffer/alias of BUF(n272)
n279	nor_n280_n281	ctrl	inferred				AI: buffer/alias of NOR(n280,n281)
n282	nor_n283_n269	ctrl	inferred				AI: buffer/alias of NOR(n283,n269)
n288	n290_n289_n269	ctrl	inferred				AI: buffer/alias of n290 | (n289 & !n269)
n295	n297_n173_n296_n173	ctrl	inferred				AI: buffer/alias of (n297 & n173) | (n296 & !n173)
n305	n303_n302	ctrl	inferred				AI: buffer/alias of n303 & !n302
n306	n302_n307	ctrl	inferred				AI: buffer/alias of !n302 | n307
n308	n310_n309_n307	ctrl	inferred				AI: buffer/alias of n310 | (n309 & !n307)
n311	n280_n312_n313	ctrl	inferred				AI: buffer/alias of !n280 & n312 & n313
n334	nor_n280_n292	ctrl	inferred				AI: buffer/alias of NOR(n280,n292)
n342	xor_inv_n2846_n344	ctrl	inferred				AI: buffer/alias of XOR(INV(n2846),n344)
n345	xor_n346_inv_n2846	ctrl	inferred				AI: buffer/alias of XOR(n346,INV(n2846))
n395	buf_n396	ctrl	inferred				AI: buffer/alias of BUF(n396)
n416	xor_n417_n418	ctrl	inferred				AI: buffer/alias of XOR(n417,n418)
n419	buf_n418	ctrl	inferred				AI: buffer/alias of BUF(n418)
n421	buf_n422	ctrl	inferred				AI: buffer/alias of BUF(n422)
n535	n536_n281	ctrl	inferred				AI: buffer/alias of !n536 & n281
n537	n523_n521_n538	ctrl	inferred				AI: buffer/alias of n523 | (n521 & n538)
n524	nor_n521_n538	ctrl	inferred				AI: buffer/alias of NOR(n521,n538)
n525	nor_n542_n269	ctrl	inferred				AI: buffer/alias of NOR(n542,n269)
n545	n546_n55	ctrl	inferred				AI: buffer/alias of n546 & !n55
n547	n546_n55	ctrl	inferred				AI: buffer/alias of !n546 & n55
n551	nor_n546_n55	ctrl	inferred				AI: buffer/alias of NOR(n546,n55)
n552	nor_n546_n55	ctrl	inferred				AI: buffer/alias of NOR(n546,n55)
n563	n269_n280_n312_n313	ctrl	inferred				AI: buffer/alias of n269 | (!n280 & !n312 & n313)
n578	n6_n528_n580	ctrl	inferred				AI: buffer/alias of !n6 & !n528 & !n580
n602	nor_n574_n594_n593_n569_n5	ctrl	inferred				AI: buffer/alias of NOR((n574 & !n594) | (!n593 & n569 & !n594) | (n574 & !n593 & n569),n603)
n604	n600_n603_n307	ctrl	inferred				AI: buffer/alias of n600 | (n603 & !n307)
n605	n339_n343_n339_n344_n343	ctrl	inferred				AI: buffer/alias of (n339 & !n343) | (n339 & n344) | (!n343 & n344)
n644	n405_n398_n407	ctrl	inferred				AI: buffer/alias of n405 & n398 & n407
n667	n668	ctrl	inferred				AI: buffer/alias of !n668
n294	nand_n788_n789	ctrl	inferred				AI: buffer/alias of NAND(n788,n789)
n790	nand_n309_n789	ctrl	inferred				AI: buffer/alias of NAND(n309,n789)
n807	xor_n538_n521	ctrl	inferred				AI: buffer/alias of XOR(n538,n521)
n818	n173_n813_n173_n819_n813	ctrl	inferred				AI: buffer/alias of (n173 & n813) | (!n173 & n819 & !n813)
n838	n599_n269_n283	ctrl	inferred				AI: buffer/alias of n599 | (!n269 & n283)
n857	buf_n858	ctrl	inferred				AI: buffer/alias of BUF(n858)
n859	xor_n860_n861	ctrl	inferred				AI: buffer/alias of XOR(n860,n861)
n862	buf_n861	ctrl	inferred				AI: buffer/alias of BUF(n861)
n896	n897_n646_n898_n646_n899	ctrl	inferred				AI: buffer/alias of (n897 & n646) | (n898 & n646 & n899)
n908	n55_n909_n909_n910_n911	ctrl	inferred				AI: buffer/alias of (n55 & !n909) | (n909 & n910 & !n911)
n912	nand_n55_n913	ctrl	inferred				AI: buffer/alias of NAND(n55,n913)
n659	buf_n617	ctrl	inferred				AI: buffer/alias of BUF(n617)
n687	nor_n944_n945	ctrl	inferred				AI: buffer/alias of NOR(n944,n945)
n948	n729	ctrl	inferred				AI: buffer/alias of !n729
n972	nor_n973_n945	ctrl	inferred				AI: buffer/alias of NOR(n973,n945)
n974	nor_n975_n945	ctrl	inferred				AI: buffer/alias of NOR(n975,n945)
n1055	n1056_n1057_n173_n1057_n105	ctrl	inferred				AI: buffer/alias of (n1056 & n1057) | (n173 & n1057) | (n1056 & !n173)
n1060	n897_n898_n899	ctrl	inferred				AI: buffer/alias of n897 | (n898 & n899)
n526	n979_n269_n267	ctrl	inferred				AI: buffer/alias of n979 & n269 & n267
n1072	buf_n1087	ctrl	inferred				AI: buffer/alias of BUF(n1087)
n1241	n1243_n1242_n307	ctrl	inferred				AI: buffer/alias of n1243 | (n1242 & !n307)
n1249	n1250_n1251	ctrl	inferred				AI: buffer/alias of n1250 & !n1251
n816	n1252_n1253_n173_n1253_n17	ctrl	inferred				AI: buffer/alias of (n1252 & n1253) | (n173 & n1253) | (!n173 & n1252)
n809	and_n173_n813	ctrl	inferred				AI: buffer/alias of AND(n173,n813)
n1254	nor_n280_n313	ctrl	inferred				AI: buffer/alias of NOR(n280,n313)
n293	nand_n280_n312	ctrl	inferred				AI: buffer/alias of NAND(n280,n312)
n1255	xor_n1256_n1257	ctrl	inferred				AI: buffer/alias of XOR(n1256,n1257)
n1268	nor_n267_n574_n594_n593_n569	ctrl	inferred				AI: buffer/alias of NOR(n267,(n574 & !n594) | (!n593 & n569 & !n594) | (n574 & !n593 & n569))
n1286	n1287_n173_n173_n1288	ctrl	inferred				AI: buffer/alias of (n1287 & !n173) | (n173 & n1288)
n1321	n1297_n1295_n1296_n1295_n	ctrl	inferred				AI: buffer/alias of (!n1297 & n1295) | (!n1296 & n1295) | (n1296 & n1297 & !n1295)
n1328	n1121_n1324_n1128	ctrl	inferred				AI: buffer/alias of !n1121 & !n1324 & !n1128
n1151	or_n1170_n1150	ctrl	inferred				AI: buffer/alias of OR(n1170,n1150)
n1168	or_n1167_n1170	ctrl	inferred				AI: buffer/alias of OR(n1167,n1170)
n1158	or_n1170_n1156	ctrl	inferred				AI: buffer/alias of OR(n1170,n1156)
n1166	or_n1170_n1165	ctrl	inferred				AI: buffer/alias of OR(n1170,n1165)
n1146	or_n945_n1170	ctrl	inferred				AI: buffer/alias of OR(n945,n1170)
n1149	or_n1148_n1170	ctrl	inferred				AI: buffer/alias of OR(n1148,n1170)
n1334	n1335_n173_n173_n1336	ctrl	inferred				AI: buffer/alias of (n1335 & n173) | (!n173 & n1336)
n1155	or_n1154_n1170	ctrl	inferred				AI: buffer/alias of OR(n1154,n1170)
n1160	or_n1170_n1159	ctrl	inferred				AI: buffer/alias of OR(n1170,n1159)
n1340	or_n1341_n225	ctrl	inferred				AI: buffer/alias of OR(n1341,n225)
n1192	or_n225_n975	ctrl	inferred				AI: buffer/alias of OR(n225,n975)
n1176	or_n225_n973	ctrl	inferred				AI: buffer/alias of OR(n225,n973)
n1194	or_n1181_n225	ctrl	inferred				AI: buffer/alias of OR(n1181,n225)
n1344	or_n225_n1345	ctrl	inferred				AI: buffer/alias of OR(n225,n1345)
n1346	nor_n945_n1347	ctrl	inferred				AI: buffer/alias of NOR(n945,n1347)
n181	nor_n945_n1345	ctrl	inferred				AI: buffer/alias of NOR(n945,n1345)
n1381	n1383_n1384_n1382_n1383_n1	ctrl	inferred				AI: buffer/alias of (n1383 & n1384) | (!n1382 & n1383) | (n1382 & n1384)
n1385	n523_n521_n523_n538_n523	ctrl	inferred				AI: buffer/alias of (n523 & !n521) | (n523 & !n538) | (!n523 & n538 & n521)
n1234	nand_n173_n1388	ctrl	inferred				AI: buffer/alias of NAND(n173,n1388)
n1389	n1248_n789_n307	ctrl	inferred				AI: buffer/alias of n1248 | (n789 & !n307)
n1390	nor_n1039_n574_n594_n593_n569	ctrl	inferred				AI: buffer/alias of NOR(n1039,(n574 & !n594) | (!n593 & n569 & !n594) | (n574 & !n593 & n569))
n1412	n1413_n1414_n1413_n1414	ctrl	inferred				AI: buffer/alias of (n1413 & !n1414) | (!n1413 & n1414)
n1415	n1416_n1417_n1416_n1417	ctrl	inferred				AI: buffer/alias of (n1416 & !n1417) | (!n1416 & n1417)
n1423	n1247_n307_n788	ctrl	inferred				AI: buffer/alias of n1247 | (!n307 & n788)
n1429	n1430_n1431_n1430_n1431	ctrl	inferred				AI: buffer/alias of (n1430 & !n1431) | (!n1430 & n1431)
n1432	n1433_n1434_n1433_n1434	ctrl	inferred				AI: buffer/alias of (n1433 & !n1434) | (!n1433 & n1434)
n1435	n1436_n1437_n1436_n1437	ctrl	inferred				AI: buffer/alias of (n1436 & !n1437) | (!n1436 & n1437)
n1438	n1439_n1440_n1439_n1440	ctrl	inferred				AI: buffer/alias of (n1439 & !n1440) | (!n1439 & n1440)
n1441	n1442_n1443_n1442_n1443	ctrl	inferred				AI: buffer/alias of (n1442 & !n1443) | (!n1442 & n1443)
n1444	n1445_n1446_n1445_n1446	ctrl	inferred				AI: buffer/alias of (n1445 & !n1446) | (!n1445 & n1446)
n1447	n1448_n1449_n1448_n1449	ctrl	inferred				AI: buffer/alias of (n1448 & !n1449) | (!n1448 & n1449)
n1450	n1451_n1452_n1451_n1452	ctrl	inferred				AI: buffer/alias of (n1451 & !n1452) | (!n1451 & n1452)
n1453	n1454_n1455_n1454_n1455	ctrl	inferred				AI: buffer/alias of (n1454 & !n1455) | (!n1454 & n1455)
n1456	n1457_n1458_n1457_n1458	ctrl	inferred				AI: buffer/alias of (n1457 & !n1458) | (!n1457 & n1458)
n1459	n1460_n1461_n1460_n1461	ctrl	inferred				AI: buffer/alias of (n1460 & !n1461) | (!n1460 & n1461)
n1462	n1463_n1464_n1463_n1464	ctrl	inferred				AI: buffer/alias of (n1463 & !n1464) | (!n1463 & n1464)
n1465	n1466_n1467_n1466_n1467	ctrl	inferred				AI: buffer/alias of (n1466 & !n1467) | (!n1466 & n1467)
n1468	n1469_n1470_n1469_n1470	ctrl	inferred				AI: buffer/alias of (n1469 & !n1470) | (!n1469 & n1470)
n1477	n1478_n1479_n1478_n1479	ctrl	inferred				AI: buffer/alias of (n1478 & !n1479) | (!n1478 & n1479)
n1480	n1481_n1482_n1481_n1482	ctrl	inferred				AI: buffer/alias of (n1481 & !n1482) | (!n1481 & n1482)
n1483	n1484_n1485_n1484_n1485	ctrl	inferred				AI: buffer/alias of (n1484 & !n1485) | (!n1484 & n1485)
n1486	n1487_n1488_n1487_n1488	ctrl	inferred				AI: buffer/alias of (n1487 & !n1488) | (!n1487 & n1488)
n1495	n1496_n1497_n1496_n1497	ctrl	inferred				AI: buffer/alias of (n1496 & !n1497) | (!n1496 & n1497)
n1498	n1499_n1500_n1499_n1500	ctrl	inferred				AI: buffer/alias of (n1499 & !n1500) | (!n1499 & n1500)
n1501	n1502_n1503_n1502_n1503	ctrl	inferred				AI: buffer/alias of (n1502 & !n1503) | (!n1502 & n1503)
n1510	n1511_n1512_n1511_n1512	ctrl	inferred				AI: buffer/alias of (n1511 & !n1512) | (!n1511 & n1512)
n1513	n1514_n1515_n1514_n1515	ctrl	inferred				AI: buffer/alias of (n1514 & !n1515) | (!n1514 & n1515)
n1522	n1079_n542_n307	ctrl	inferred				AI: buffer/alias of n1079 | (n542 & !n307)
n1523	n542_n307_n794	ctrl	inferred				AI: buffer/alias of n542 & n307 & n794
n1529	nor_n1297_n1296	ctrl	inferred				AI: buffer/alias of NOR(n1297,n1296)
n1535	n1296_n1298_n1297_n1298_n	ctrl	inferred				AI: buffer/alias of (!n1296 & n1298) | (!n1297 & n1298) | (n1298 & !n1295) | (n1297 & n1296 & !n1298 & n1295)
n1575	xor_n1576_n1577	ctrl	inferred				AI: buffer/alias of XOR(n1576,n1577)
n1578	buf_n1577	ctrl	inferred				AI: buffer/alias of BUF(n1577)
n1597	n173_n1599_n1598_n173	ctrl	inferred				AI: buffer/alias of (n173 & n1599) | (n1598 & !n173)
n1162	or_n1161_n1170	ctrl	inferred				AI: buffer/alias of OR(n1161,n1170)
n1603	xor_n1427_n1428	ctrl	inferred				AI: buffer/alias of XOR(n1427,n1428)
n1612	n1613_n1614_n1613_n1614	ctrl	inferred				AI: buffer/alias of (n1613 & !n1614) | (!n1613 & n1614)
n1615	n1616_n1617_n1616_n1617	ctrl	inferred				AI: buffer/alias of (n1616 & !n1617) | (!n1616 & n1617)
n1618	n1619_n1620_n1619_n1620	ctrl	inferred				AI: buffer/alias of (n1619 & !n1620) | (!n1619 & n1620)
n1624	n1625_n1626_n1625_n1626	ctrl	inferred				AI: buffer/alias of (n1625 & !n1626) | (!n1625 & n1626)
n1627	n1628_n1629_n1628_n1629	ctrl	inferred				AI: buffer/alias of (n1628 & !n1629) | (!n1628 & n1629)
n1630	n1631_n1632_n1631_n1632	ctrl	inferred				AI: buffer/alias of (n1631 & !n1632) | (!n1631 & n1632)
n1633	n1634_n1635_n1634_n1635	ctrl	inferred				AI: buffer/alias of (n1634 & !n1635) | (!n1634 & n1635)
n1636	n1637_n1638_n1637_n1638	ctrl	inferred				AI: buffer/alias of (n1637 & !n1638) | (!n1637 & n1638)
n1639	n1640_n1641_n1640_n1641	ctrl	inferred				AI: buffer/alias of (n1640 & !n1641) | (!n1640 & n1641)
n1395	n1647_n1648_n1647_n1648	ctrl	inferred				AI: buffer/alias of (n1647 & !n1648) | (!n1647 & n1648)
n1399	n1649_n1650_n1649_n1650	ctrl	inferred				AI: buffer/alias of (n1649 & !n1650) | (!n1649 & n1650)
n1405	inv_n1652	ctrl	inferred				AI: buffer/alias of INV(n1652)
n1658	nand_n1657_n1382	ctrl	inferred				AI: buffer/alias of NAND(n1657,n1382)
n39	n559_n776	ctrl	inferred				AI: buffer/alias of !n559 | n776
n805	n557_n40	ctrl	inferred				AI: buffer/alias of n557 & !n40
n1717	n776_n559	ctrl	inferred				AI: buffer/alias of !n776 | n559
n1721	n557_n776	ctrl	inferred				AI: buffer/alias of !n557 & n776
n1722	buf_n1297	ctrl	inferred				AI: buffer/alias of BUF(n1297)
n1723	xor_n1296_n1297	ctrl	inferred				AI: buffer/alias of XOR(n1296,n1297)
n1731	n120_n1732_n1733_n118_n120	ctrl	inferred				AI: buffer/alias of (!n120 & !n1732 & n1733 & n118) | (n120 & n1732 & !n1733 & !n118) | (n120 & n1732 & n1733 & n118) | (!n120 & !n1732 & !n1733 & !n118)
n1734	n1735_n114_n1736_n116_n1735	ctrl	inferred				AI: buffer/alias of (!n1735 & !n114 & n1736 & n116) | (n1735 & n114 & !n1736 & !n116) | (n1735 & n114 & n1736 & n116) | (!n1735 & !n114 & !n1736 & !n116)
n1776	xor_n1777_n1778	ctrl	inferred				AI: buffer/alias of XOR(n1777,n1778)
n1779	buf_n1777	ctrl	inferred				AI: buffer/alias of BUF(n1777)
n1805	n173_n1807_n173_n1806	ctrl	inferred				AI: buffer/alias of (n173 & n1807) | (!n173 & n1806)
n1808	or_n225_n1809	ctrl	inferred				AI: buffer/alias of OR(n225,n1809)
n1810	or_n225_n1347	ctrl	inferred				AI: buffer/alias of OR(n225,n1347)
n1828	n1830_n1831_n1829_n1830_n1	ctrl	inferred				AI: buffer/alias of (n1830 & n1831) | (n1829 & n1830) | (!n1829 & n1831)
n2994	inv_n1002	ctrl	inferred				AI: buffer/alias of INV(n1002)
n2995	inv_n1002	ctrl	inferred				AI: buffer/alias of INV(n1002)
n2996	inv_n492	ctrl	inferred				AI: buffer/alias of INV(n492)
n2997	inv_n492	ctrl	inferred				AI: buffer/alias of INV(n492)
n502	inv_n173	ctrl	inferred				AI: buffer/alias of INV(n173)
n504	inv_n173	ctrl	inferred				AI: buffer/alias of INV(n173)
n569	inv_n2540	ctrl	inferred				AI: buffer/alias of INV(n2540)
n574	inv_n2540	ctrl	inferred				AI: buffer/alias of INV(n2540)
n3000	inv_n2531	ctrl	inferred				AI: buffer/alias of INV(n2531)
n3001	inv_n2531	ctrl	inferred				AI: buffer/alias of INV(n2531)
n621	inv_n2541	ctrl	inferred				AI: buffer/alias of INV(n2541)
n622	inv_n2541	ctrl	inferred				AI: buffer/alias of INV(n2541)
n16	inv_n2534	ctrl	inferred				AI: buffer/alias of INV(n2534)
n26	inv_n2534	ctrl	inferred				AI: buffer/alias of INV(n2534)
